"species_names","body_mass","diet","source_body_mass","comments"
"bos_taurus",NA,NA,NA,NA
"dama_dama",NA,NA,NA,NA
"bison_bonasus",NA,NA,NA,NA
"cervus_elaphus",NA,NA,NA,NA
"sus_scrofa",NA,NA,NA,NA
"lepus_europaeus",NA,NA,NA,NA
"oryctolagus_cuniculus",NA,NA,NA,NA
"equus_caballus",NA,NA,NA,NA
"capreolus_capreolus",NA,NA,NA,NA
"ovis_aries",NA,NA,NA,NA
"syncerus_caffer",NA,NA,NA,NA
"tragelaphus_scriptus",NA,NA,NA,NA
"loxodonta_africana",NA,NA,NA,NA
"giraffa_camelopardalis",NA,NA,NA,NA
"sylvicapra_grimmia",NA,NA,NA,NA
"lepus_saxatilis",NA,NA,NA,NA
"alcelaphus_lichtensteinii",NA,NA,NA,NA
"thryonomys_swinderianus",NA,NA,NA,NA
"cephalophus_natalensis",NA,NA,NA,NA
"redunca_redunca",NA,NA,NA,NA
"neotragus_moschatus",NA,NA,NA,NA
"phacochoerus_africanus",NA,NA,NA,NA
"kobus_ellipsiprymnus",NA,NA,NA,NA
"connochaetes_taurinus",NA,NA,NA,NA
"equus_quagga",NA,NA,NA,NA
"equus_africanus",NA,NA,NA,NA
"pteropus_rodricensis",NA,NA,NA,NA
"desmodus_rotundus",NA,NA,NA,NA
"tadarida_brasiliensis",NA,NA,NA,NA
"aepyceros_melampus",NA,NA,NA,NA
"rangifer_tarandus",NA,NA,NA,NA
"ovis_canadensis",NA,NA,NA,NA
"madoqua_kirkii",NA,NA,NA,NA
"taurotragus_oryx",NA,NA,NA,NA
"tragelaphus_strepsiceros",NA,NA,NA,NA
"eudorcas_rufifrons",NA,NA,NA,NA
"equus_grevyi",NA,NA,NA,NA
"lynx_lynx",NA,NA,NA,NA
"canis_lupus",NA,NA,NA,NA
"vulpes_vulpes",NA,NA,NA,NA
"ursus_arctos",NA,NA,NA,NA
"cervus_nippon",NA,NA,NA,NA
"camelus_dromedarius",NA,NA,NA,NA
"odocoileus_hemionus",NA,NA,NA,NA
"rupicapra_pyrenaica",NA,NA,NA,NA
"pteropus_vampyrus",NA,NA,NA,NA
"taphozous_melanopogon",NA,NA,NA,NA
"rhinopoma_hardwickii",NA,NA,NA,NA
"rhinopoma_microphyllum",NA,NA,NA,NA
"scotophilus_heathii",NA,NA,NA,NA
"scotophilus_kuhlii",NA,NA,NA,NA
"taphozous_nudiventris",NA,NA,NA,NA
"lyroderma_lyra",NA,NA,NA,NA
"mustela_vison",NA,NA,NA,NA
"mustela_putorius",NA,NA,NA,NA
"pteronura_brasiliensis",NA,NA,NA,NA
"chrysocyon_brachyurus",NA,NA,NA,NA
"lontra_canadensis",NA,NA,NA,NA
"ailuropoda_melanoleuca",NA,NA,NA,NA
"caracal_caracal",NA,NA,NA,NA
"prionailurus_bengalensis",NA,NA,NA,NA
"ursus_thibetanus",NA,NA,NA,NA
"potos_flavus",NA,NA,NA,NA
"arctictis_binturong",NA,NA,NA,NA
"acinonyx_jubatus",NA,NA,NA,NA
"felis_catus",NA,NA,NA,NA
"lycalopex_culpaeus",NA,NA,NA,NA
"martes_melampus",NA,NA,NA,NA
"panthera_onca",NA,NA,NA,NA
"leopardus_pardalis",NA,NA,NA,NA
"leopardus_wiedii",NA,NA,NA,NA
"ailurus_fulgens",NA,NA,NA,NA
"ursus_maritimus",NA,NA,NA,NA
"tremarctos_ornatus",NA,NA,NA,NA
"ursus_americanus",NA,NA,NA,NA
"procyon_lotor",NA,NA,NA,NA
"homo_sapiens",NA,NA,NA,NA
"pan_troglodytes",NA,NA,NA,NA
"panthera_tigris",NA,NA,NA,NA
"panthera_leo",NA,NA,NA,NA
"alces_alces",NA,NA,NA,NA
"bison_bison",NA,NA,NA,NA
"halobaena_caerulea",NA,NA,NA,NA
"pterodroma_macroptera",NA,NA,NA,NA
"pterodroma_mollis",NA,NA,NA,NA
"procellaria_cinerea",NA,NA,NA,NA
"procellaria_aequinoctialis",NA,NA,NA,NA
"glomeris_hexasticha",NA,NA,NA,NA
"branta_leucopsis",NA,NA,NA,NA
"anthonomus_grandis",NA,NA,NA,NA
"dendrolimus_pini",NA,NA,NA,NA
"orgyia_leucostigma",NA,NA,NA,NA
"tenebrio_molitor",NA,NA,NA,NA
"monochamus_scutellatus",NA,NA,NA,NA
"lymantria_dispar",NA,NA,NA,NA
"apis_mellifera",NA,NA,NA,NA
"oedaleus_decorus",NA,NA,NA,NA
"hermetia_illucens",NA,NA,NA,NA
"larus_michahellis",NA,NA,NA,NA
"pygoscelis_adeliae",NA,NA,NA,NA
"calidris_alpina",NA,NA,NA,NA
"puffinus_pacificus",NA,NA,NA,NA
"sula_sula",NA,NA,NA,NA
"apus_apus",NA,NA,NA,NA
"hirundo_rustica",NA,NA,NA,NA
"delichon_urbicum",NA,NA,NA,NA
"eudyptula_minor",NA,NA,NA,NA
"phalacrocorax_punctatus",NA,NA,NA,NA
"procellaria_westlandica",NA,NA,NA,NA
"larus_dominicanus",NA,NA,NA,NA
"stercorarius_maccormicki",NA,NA,NA,NA
"aptenodytes_forsteri",NA,NA,NA,NA
"phalacrocorax_carbo",NA,NA,NA,NA
"larus_cachinnans",NA,NA,NA,NA
"larus_argentatus",NA,NA,NA,NA
"anous_minutus",NA,NA,NA,NA
"pygoscelis_papua",NA,NA,NA,NA
"agelaius_phoeniceus",NA,NA,NA,NA
"luscinia_luscinia",NA,NA,NA,NA
"chroicocephalus_ridibundus",NA,NA,NA,NA
"anas_platyrhynchos",NA,NA,NA,NA
"anser_anser",NA,NA,NA,NA
"puffinus_griseus",NA,NA,NA,NA
"chroicocephalus_novaehollandiae",NA,NA,NA,NA
"daption_capense",NA,NA,NA,NA
"sterna_vittata",NA,NA,NA,NA
"eudyptes_robustus",NA,NA,NA,NA
"stercorarius_antarcticus",NA,NA,NA,NA
"thalassarche_bulleri",NA,NA,NA,NA
"phocarctos_hookeri",NA,NA,NA,NA
"arctocephalus_forsteri",NA,NA,NA,NA
"sturnus_vulgaris",NA,NA,NA,NA
"ardea_cinerea",NA,NA,NA,NA
"parus_major",NA,NA,NA,NA
"cyanistes_caeruleus",NA,NA,NA,NA
"larus_crassirostris",NA,NA,NA,NA
"aptenodytes_patagonicus",NA,NA,NA,NA
"eudyptes_chrysocome",NA,NA,NA,NA
"macronectes_giganteus",NA,NA,NA,NA
"diomedea_exulans",NA,NA,NA,NA
"chionis_minor",NA,NA,NA,NA
"malacosoma_americana",NA,NA,NA,NA
"anacanthotermes_ubachi",NA,NA,NA,NA
"chloephaga_poliocephala",NA,NA,NA,NA
"scapsipedus_icipe",NA,NA,NA,NA
"bombyx_mori",NA,NA,NA,NA
"gryllus_bimaculatus",NA,NA,NA,NA
"nudaurelia_krucki",NA,NA,NA,NA
"pachnoda_sinuata",NA,NA,NA,NA
"schistocerca_gregaria",NA,NA,NA,NA
"oryctes_rhinoceros",NA,NA,NA,NA
"diprion_similis",NA,NA,NA,NA
"neodiprion_sertifer",NA,NA,NA,NA
"phryganidia_californica",NA,NA,NA,NA
"acheta_domesticus",NA,NA,NA,NA
"saccopteryx_bilineata",NA,NA,NA,NA
"gardnerycteris_crenulatum",NA,NA,NA,NA
"phyllostomus_elongatus",NA,NA,NA,NA
"phyllostomus_hastatus",NA,NA,NA,NA
"tonatia_bidens",NA,NA,NA,NA
"trachops_cirrhosus",NA,NA,NA,NA
"glossophaga_soricina",NA,NA,NA,NA
"carollia_castanea",NA,NA,NA,NA
"carollia_brevicaudum",NA,NA,NA,NA
"carollia_perspicillata",NA,NA,NA,NA
"rhinophylla_pumilio",NA,NA,NA,NA
"artibeus_glaucus",NA,NA,NA,NA
"artibeus_jamaicensis",NA,NA,NA,NA
"artibeus_lituratus",NA,NA,NA,NA
"artibeus_obscurus",NA,NA,NA,NA
"platyrrhinus_helleri",NA,NA,NA,NA
"platyrrhinus_infuscus",NA,NA,NA,NA
"uroderma_bilobatum",NA,NA,NA,NA
"sturnira_lilium",NA,NA,NA,NA
"myotis_riparius",NA,NA,NA,NA
"hippopotamus_amphibius",NA,NA,NA,NA
"odocoileus_virginianus",NA,NA,NA,NA
"arthrosphaera_dalyi",NA,NA,NA,NA
"arthrosphaera_davisoni",NA,NA,NA,NA
"hogna_carolinensis",NA,NA,NA,NA
"glomeris_marginata",NA,NA,NA,NA
"armadillidium_vulgare",NA,NA,NA,NA
"reticulitermes_flavipes",NA,NA,NA,NA
"reticulitermes_virginicus",NA,NA,NA,NA
"zootermopsis_nevadensis",NA,NA,NA,NA
"incisitermes_snyderi",NA,NA,NA,NA
"mamestra_brassicae",NA,NA,NA,NA
"parasa_consocia",NA,NA,NA,NA
"arthrosphaera_disticta",NA,NA,NA,NA
"arthrosphaera_fumosa",NA,NA,NA,NA
"cepaea_nemoralis",NA,NA,NA,NA
"ommatoiulus_sabulosus",NA,NA,NA,NA
"porcellio_scaber",NA,NA,NA,NA
"tachypodoiulus_niger",NA,NA,NA,NA
"gonimbrasia_belina",NA,NA,NA,NA
"dendrolimus_spectabilis",NA,NA,NA,NA
"melanoplus_borealis",NA,NA,NA,NA
"pseudochorthippus_curtipennis",NA,NA,NA,NA
"tomocerus_minor",NA,NA,NA,NA
"philoscia_muscorum",NA,NA,NA,NA
"felis_manul",NA,NA,NA,NA
"martes_flavigula",NA,NA,NA,NA
"phloeomys_pallidus",NA,NA,NA,NA
"vulpes_corsac",NA,NA,NA,NA
"panthera_pardus",NA,NA,NA,NA
"uncia_uncia",NA,NA,NA,NA
"aspidites_ramsayi",NA,NA,NA,NA
"suricata_suricatta",NA,NA,NA,NA
"uromastyx_acanthinura",NA,NA,NA,NA
"furcifer_pardalis",NA,NA,NA,NA
"bufotes_viridis",NA,NA,NA,NA
"timon_lepidus",NA,NA,NA,NA
"trachycephalus_resinifictrix",NA,NA,NA,NA
"sanzinia_madagascariensis",NA,NA,NA,NA
"vipera_berus",NA,NA,NA,NA
"python_regius",NA,NA,NA,NA
"heloderma_horridum",NA,NA,NA,NA
"boa_constrictor",NA,NA,NA,NA
"speothos_venaticus",NA,NA,NA,NA
"damaliscus_pygargus",NA,NA,NA,NA
"oryx_dammah",NA,NA,NA,NA
"oryx_gazella",NA,NA,NA,NA
"arctocephalus_australis",NA,NA,NA,NA
"kobus_leche",NA,NA,NA,NA
"giraffa_giraffa",NA,NA,NA,NA
"hippotragus_equinus",NA,NA,NA,NA
"struthio_camelus",NA,NA,NA,NA
"potamochoerus_porcus",NA,NA,NA,NA
"oryx_leucoryx",NA,NA,NA,NA
"ceratotherium_simum",NA,NA,NA,NA
"natrix_maura",NA,NA,NA,NA
"gorilla_gorilla",NA,NA,NA,NA
"martes_foina",NA,NA,NA,NA
"muntiacus_reevesi",NA,NA,NA,NA
"colobus_guereza",NA,NA,NA,NA
"antheraea_polyphemus",NA,NA,NA,NA
"macropus_parma",NA,NA,NA,NA
"vicugna_vicugna",NA,NA,NA,NA
"genetta_genetta",NA,NA,NA,NA
"vulpes_lagopus",NA,NA,NA,NA
"pudu_puda",NA,NA,NA,NA
"capra_ibex",NA,NA,NA,NA
"erethizon_dorsatus",NA,NA,NA,NA
"myrmecophaga_tridactyla",NA,NA,NA,NA
"rhinoceros_unicornis",NA,NA,NA,NA
"antidorcas_marsupialis",NA,NA,NA,NA
"macropus_rufus",NA,NA,NA,NA
"nasua_nasua",NA,NA,NA,NA
"salvator_rufescens",NA,NA,NA,NA
"rhea_americana",NA,NA,NA,NA
"dolichotis_patagonum",NA,NA,NA,NA
"dromaius_novaehollandiae",NA,NA,NA,NA
"centrochelys_sulcata",NA,NA,NA,NA
"sapajus_xanthosternos",NA,NA,NA,NA
"eulemur_fulvus",NA,NA,NA,NA
"varecia_variegata",NA,NA,NA,NA
"hystrix_indica",NA,NA,NA,NA
"goura_sclaterii",NA,NA,NA,NA
"macropus_giganteus",NA,NA,NA,NA
"equus_przewalskii",NA,NA,NA,NA
"rhaebo_guttatus",NA,NA,NA,NA
"tapirus_terrestris",NA,NA,NA,NA
"bucorvus_leadbeateri",NA,NA,NA,NA
"trichechus_manatus",NA,NA,NA,NA
"lama_glama",NA,NA,NA,NA
"sus_cebifrons",NA,NA,NA,NA
"capra_falconeri",NA,NA,NA,NA
"bos_grunniens",NA,NA,NA,NA
"pseudois_nayaur",NA,NA,NA,NA
"dasyprocta_azarae",NA,NA,NA,NA
"testudo_hermanni",NA,NA,NA,NA
"oreamnos_americanus",NA,NA,NA,NA
"naemorhedus_griseus",NA,NA,NA,NA
"macropus_rufogriseus",NA,NA,NA,NA
"acrocodia_indica",NA,NA,NA,NA
"leontopithecus_chrysomelas",NA,NA,NA,NA
