SpecID;PassNonPass;IOCOrder;BLFamilyLatin;BLFamilyEnglish;BLFamSequID;Taxo;Scientific;English;Diet-Inv;Diet-Vend;Diet-Vect;Diet-Vfish;Diet-Vunk;Diet-Scav;Diet-Fruit;Diet-Nect;Diet-Seed;Diet-PlantO;Diet-5Cat;Diet-Source;Diet-Certainty;Diet-EnteredBy;ForStrat-watbelowsurf;ForStrat-wataroundsurf;ForStrat-ground;ForStrat-understory;ForStrat-midhigh;ForStrat-canopy;ForStrat-aerial;PelagicSpecialist;ForStrat-Source;ForStrat-SpecLevel;ForStrat-EnteredBy;Nocturnal;BodyMass-Value;BodyMass-Source;BodyMass-SpecLevel;BodyMass-Comment;Record-Comment
252;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus coqui;Coqui Francolin;20;0;0;0;0;0;0;0;40;40;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;262;Dunning08;1;;
253;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus albogularis;White-throated Francolin;50;0;0;0;0;0;0;0;30;20;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;276;Dunning08;1;;
254;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus schlegelii;Schlegel's Francolin;20;0;0;0;0;0;0;0;40;40;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;236.58;Dunning08;1;;
255;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus lathami;Forest Francolin;90;0;0;0;0;0;10;0;0;0;Invertebrate;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;269;Dunning08;1;;
256;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus sephaena;Crested Francolin;70;0;0;0;0;0;10;0;0;20;Invertebrate;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;340.47;Dunning08;1;;
259;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus streptophorus;Ring-necked Francolin;50;0;0;0;0;0;0;0;30;20;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;385;Dunning08;1;;
260;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus finschi;Finsch's Francolin;60;0;0;0;0;0;0;0;40;0;Invertebrate;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;569.2;Dunning08;1;;
261;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus africanus;Grey-winged Francolin;20;0;0;0;0;0;10;0;10;60;PlantSeed;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;389.68;Dunning08;1;;
262;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus levaillantii;Red-winged Francolin;40;0;0;0;0;0;0;0;0;60;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;430.88;Dunning08;1;;
263;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus psilolaemus;Moorland Francolin;0;0;0;0;0;0;0;0;0;100;PlantSeed;Ref_2;C;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;478.33;Dunning08;1;;
264;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus shelleyi;Shelley's Francolin;30;0;0;0;0;0;0;0;20;50;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;488;Dunning08;1;;
265;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus levaillantoides;Orange River Francolin;20;0;0;0;0;0;20;0;20;40;PlantSeed;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;376.69;Dunning08;1;;
267;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus nahani;Nahan's Francolin;20;0;0;0;0;0;20;0;30;30;PlantSeed;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;310;Dunning08;1;;
268;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus hartlaubi;Hartlaub's Francolin;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;241.45;Dunning08;1;;
269;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus bicalcaratus;Double-spurred Francolin;10;0;0;0;0;0;30;0;20;40;PlantSeed;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;439.5;Dunning08;1;;
270;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus clappertoni;Clapperton's Francolin;40;0;0;0;0;0;30;0;30;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;469.61;Dunning08;1;;
271;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus icterorhynchus;Heuglin's Francolin;40;0;0;0;0;0;30;0;30;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;571;Dunning08;1;;
272;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus harwoodi;Harwood's Francolin;20;0;0;0;0;0;20;0;30;30;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;493.02;Dunning08;1;;
273;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus adspersus;Red-billed Francolin;40;0;0;0;0;0;20;0;10;30;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;428.03;Dunning08;1;;
274;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus capensis;Cape Francolin;30;0;0;0;0;0;20;0;20;30;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;629.84;Dunning08;1;;
275;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus hildebrandti;Hildebrandt's Francolin;10;0;0;0;0;0;0;0;30;60;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;531.98;Dunning08;1;;
276;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus natalensis;Natal Francolin;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;508.09;Dunning08;1;;
277;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus ahantensis;Ahanta Francolin;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;544.14;Dunning08;1;;
278;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus squamatus;Scaly Francolin;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;449.45;Dunning08;1;;
279;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus griseostriatus;Grey-striped Francolin;40;0;0;0;0;0;0;0;30;30;PlantSeed;Ref_2;B;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;288.49;Dunning08;1;;
280;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus leucoscepus;Yellow-necked Spurfowl;20;0;0;0;0;0;10;0;20;50;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;640.61;Dunning08;1;;
281;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus rufopictus;Grey-breasted Spurfowl;20;0;0;0;0;0;0;0;20;60;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;706.13;Dunning08;1;;
282;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus afer;Red-necked Spurfowl;10;0;0;0;0;0;20;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;454.81;Dunning08;1;;
286;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus swainsonii;Swainson's Spurfowl;20;0;0;0;0;0;0;0;40;40;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;597.1;Dunning08;1;;
287;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus erckelii;Erckel's Francolin;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;60;40;0;0;0;0;Ref_2;1;Jessica;0;1197.81;Dunning08;1;;
288;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus ochropectus;Djibouti Francolin;30;0;0;0;0;0;40;0;30;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;699.6;Dunning08;1;;
289;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus castaneicollis;Chestnut-naped Francolin;50;0;0;0;0;0;0;0;50;0;Omnivore;Ref_2;A;Jennifer;0;0;70;30;0;0;0;0;Ref_2;1;Jessica;0;791.53;Dunning08;1;;
290;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus nobilis;Handsome Francolin;0;0;0;0;0;0;0;0;100;0;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;878;Dunning08;1;;
291;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus jacksoni;Jackson's Francolin;30;0;0;0;0;0;0;0;30;40;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;1097;Dunning08;1;;
292;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus camerunensis;Mount Cameroon Francolin;30;0;0;0;0;0;40;0;30;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;549.39;Dunning08;1;;
293;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Francolinus swierstrai;Swierstra's Francolin;30;0;0;0;0;0;0;0;30;40;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;460.29;Dunning08;1;;
294;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdix perdix;Grey Partridge;30;0;0;0;0;0;0;0;30;40;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;405.3;Dunning08;1;;
295;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdix dauurica;Daurian Partridge;20;0;0;0;0;0;40;0;40;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;263.41;Dunning08;1;;
296;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdix hodgsoniae;Tibetan Partridge;50;0;0;0;0;0;0;0;50;0;Omnivore;Ref_2;B;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;363.73;Dunning08;1;;
297;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Rhizothera longirostris;Long-billed Partridge;20;0;0;0;0;0;30;0;20;30;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;746.72;Dunning08;1;;
298;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Margaroperdix madagascariensis;Madagascar Partridge;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;B;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;245;Dunning08;1;;
299;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Melanoperdix niger;Black Partridge;20;0;0;0;0;0;20;0;20;40;PlantSeed;Ref_2;D2;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;280;Dunning08;1;;
300;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix coturnix;Common Quail;20;0;0;0;0;0;0;0;80;0;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;96.28;Dunning08;1;;
303;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix japonica;Japanese Quail;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;94.78;Dunning08;1;;
304;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix pectoralis;Stubble Quail;10;0;0;0;0;0;0;0;60;30;PlantSeed;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;101.86;Dunning08;1;;
306;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix coromandelica;Rain Quail;30;0;0;0;0;0;0;0;70;0;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;73.75;Dunning08;1;;
307;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix delegorguei;Harlequin Quail;30;0;0;0;0;0;0;0;50;20;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;76;Dunning08;1;;
308;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix ypsilophora;Brown Quail;30;0;0;0;0;0;0;0;0;70;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;107.69;Dunning08;1;;
313;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Coturnix chinensis;Blue Quail;30;0;0;0;0;0;0;0;40;30;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;40.41;Dunning08;1;;
314;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Anurophasis monorthonyx;Snow Mountain Quail;20;0;0;0;0;0;0;0;30;50;PlantSeed;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;401;Dunning08;1;;
315;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdicula asiatica;Jungle Bush-quail;20;0;0;0;0;0;0;0;80;0;PlantSeed;Ref_2;B;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;68.36;Dunning08;1;;
316;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdicula argoondah;Rock Bush-quail;30;0;0;0;0;0;0;0;50;20;PlantSeed;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;60.48;Dunning08;1;;
317;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdicula erythrorhyncha;Painted Bush-quail;30;0;0;0;0;0;0;0;40;30;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;67.55;Dunning08;1;;
318;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Perdicula manipurensis;Manipur Bush-quail;30;0;0;0;0;0;0;0;40;30;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;70.65;Dunning08;1;;
319;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Xenoperdix udzungwensis;Udzungwa Forest-partridge;80;0;0;0;0;0;0;0;20;0;Invertebrate;Ref_2;A;Jennifer;0;0;80;20;0;0;0;0;Ref_2;1;Jessica;0;224.94;Dunning08;1;;
320;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila torqueola;Hill Partridge;20;0;0;0;0;0;20;0;30;30;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;344.46;Dunning08;1;;
321;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila rufogularis;Rufous-throated Partridge;20;0;0;0;0;0;30;0;30;20;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;344.46;Dunning08;1;;
322;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila atrogularis;White-cheeked Partridge;20;0;0;0;0;0;30;0;30;20;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;237.31;Dunning08;1;;
323;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila crudigularis;Taiwan Partridge;20;0;0;0;0;0;20;0;30;30;PlantSeed;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;256.77;Dunning08;1;;
324;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila mandellii;Chestnut-breasted Partridge;30;0;0;0;0;0;30;0;30;10;Omnivore;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;268;Dunning08;1;;
326;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila brunneopectus;Bar-backed Partridge;30;0;0;0;0;0;30;0;30;10;Omnivore;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;291.47;Dunning08;1;;
327;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila rufipectus;Sichuan Partridge;70;0;0;0;0;0;0;0;30;0;Invertebrate;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;400.11;Dunning08;1;;
328;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila orientalis;White-faced Partridge;30;0;0;0;0;0;30;0;0;40;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;336;Dunning08;1;;
329;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila javanica;Chestnut-bellied Partridge;30;0;0;0;0;0;30;0;30;10;Omnivore;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;272;Dunning08;1;;
330;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila hyperythra;Red-breasted Partridge;30;0;0;0;0;0;40;0;30;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;270;Dunning08;1;;
331;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila gingica;White-necklaced Partridge;30;0;0;0;0;0;30;0;40;0;Omnivore;Ref_2;A;Jennifer;0;0;100;0;0;0;0;0;Ref_2;1;Jessica;0;253;Dunning08;1;;
332;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila davidi;Orange-necked Partridge;30;0;0;0;0;0;30;0;30;10;Omnivore;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;241;Dunning08;1;;
333;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila cambodiana;Chestnut-headed Partridge;30;0;0;0;0;0;30;0;30;10;Omnivore;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;285.87;Dunning08;1;;
336;Nonpasseriformes;Galliformes;Phasianidae;Grouse  pheasants and partridges;11;BL3;Arborophila rubrirostris;Red-billed Partridge;30;0;0;0;0;0;30;0;30;10;Omnivore;Ref_2;D1;Jennifer;0;0;100;0;0;0;0;0;Genus;0;Walter;0;225.35;Dunning08;1;;
